source1_entity_id	candidate_entity_ids
S1-558129390	S2-139956244,S2-176727752,S2-179646239,S2-241866203,S2-273020422,S2-277032270,S2-303682581,S2-31854557,S2-319548402,S2-321432050,S2-331036957,S2-356466612,S2-371610389,S2-425348888,S2-480440023,S2-48216878,S2-501936753,S2-525900411,S2-575830624,S2-598759723,S2-612759814,S2-615690557,S2-635570289,S2-646314551,S2-678979190,S2-688377820,S2-765241928,S2-778859023,S2-784007294,S2-786934861,S2-824958414,S2-830394308,S2-906609960,S2-907504746,S2-937748112,S2-949826995,S2-962535505,S2-99534465,S3-179180087,S3-197850265,S3-21553648,S3-224828597,S3-239828372,S3-323641407,S3-330489203,S3-334660600,S3-348175421,S3-36016512,S3-404549545,S3-469339073,S3-511454146,S3-515401522,S3-615561499,S3-652425103,S3-654423808,S3-660160649,S3-686023876,S3-689811174,S3-722861779,S3-804253133,S3-848343146,S3-858389932,S3-882737548,S3-929919837,S3-932359658,S3-933920165,S3-938178581,S3-999306553
S1-558262132	S2-12708411,S2-133588971,S2-140620261,S2-149370940,S2-214625922,S2-234275905,S2-260788784,S2-268504009,S2-270443450,S2-299009362,S2-302148035,S2-306696462,S2-30847394,S2-315194363,S2-326621295,S2-357197766,S2-396009333,S2-399391347,S2-403608296,S2-427018,S2-439954450,S2-442723251,S2-488141050,S2-50513846,S2-556747559,S2-608615424,S2-628121208,S2-631415169,S2-672980284,S2-683438089,S2-685910881,S2-701990716,S2-717657453,S2-724654880,S2-743693753,S2-749893962,S2-75129136,S2-893853066,S2-950767443,S2-977564977,S3-102847807,S3-118169863,S3-129322340,S3-175600997,S3-208843677,S3-216014667,S3-238032780,S3-247770450,S3-277660743,S3-286263482,S3-32243185,S3-322668156,S3-372296511,S3-4185616,S3-426924730,S3-444102009,S3-462738389,S3-497840219,S3-504255965,S3-511558180,S3-541130242,S3-564883389,S3-565528166,S3-58707445,S3-600733701,S3-627281039,S3-652795729,S3-690560707,S3-692430080,S3-716647832,S3-753843594,S3-754801590,S3-769679912,S3-804462926,S3-833601043,S3-852268780,S3-885360896,S3-89489464,S3-93821763,S3-997274101
S1-559551054	S2-105423216,S2-119098033,S2-151664571,S2-153373866,S2-15802375,S2-158641226,S2-197943662,S2-230564787,S2-318217219,S2-358250901,S2-519697042,S2-522573289,S2-572147086,S2-576920398,S2-577863409,S2-632683905,S2-665981472,S2-711639132,S2-730036234,S2-735647694,S2-930351241,S2-950685803,S2-960600904,S2-994205937,S3-135187104,S3-146505109,S3-162862785,S3-218368023,S3-234416384,S3-248738800,S3-26325878,S3-268857827,S3-287026919,S3-343319651,S3-366235456,S3-366272198,S3-464246167,S3-495070967,S3-519350515,S3-527119420,S3-537292128,S3-587566349,S3-637420449,S3-683008637,S3-690962479,S3-790967150,S3-825243616,S3-826446103,S3-894720519,S3-903148056,S3-912809347,S3-938771846,S3-956339793,S3-958251888
S1-562163221	S2-119599096,S2-126113089,S2-147418558,S2-219242350,S2-277126355,S2-284721900,S2-292068607,S2-340084555,S2-379349723,S2-385150695,S2-424500950,S2-438490281,S2-438574331,S2-473358008,S2-520303819,S2-533323463,S2-544639758,S2-573351542,S2-598068208,S2-618260962,S2-643708783,S2-651025657,S2-66784231,S2-667994425,S2-702646757,S2-766311908,S2-827345339,S2-843374039,S2-876148854,S2-894087016,S2-913976206,S2-918743816,S2-941376701,S2-964292853,S2-982583721,S2-998981400,S3-111773423,S3-130445570,S3-181636536,S3-181942245,S3-1977697,S3-205138176,S3-211610563,S3-218187301,S3-218797269,S3-222417890,S3-241531576,S3-290348380,S3-308631150,S3-314588810,S3-338418443,S3-350293828,S3-354566450,S3-36819895,S3-375693806,S3-387902629,S3-390405009,S3-398983868,S3-413623444,S3-416414284,S3-435959093,S3-451526773,S3-462890982,S3-468693488,S3-471474165,S3-494523969,S3-496417238,S3-503202810,S3-517968732,S3-525487007,S3-526377158,S3-541726179,S3-559551680,S3-574716551,S3-595279293,S3-651527367,S3-685653126,S3-687882373,S3-702173778,S3-709853913,S3-741321466,S3-754879528,S3-778496967,S3-790711541,S3-802287986,S3-839886025,S3-845493653,S3-846429374,S3-863081424,S3-88515049,S3-889952425,S3-91439691,S3-926915543,S3-934752729,S3-945135312,S3-960249045,S3-971152355,S3-974428649,S3-975284064,S3-999220081
S1-563382731	S2-143974777,S2-153331897,S2-187142053,S2-201242204,S2-205518186,S2-303907719,S2-315193036,S2-341793407,S2-342983489,S2-364836333,S2-418612401,S2-442913376,S2-467959284,S2-475388932,S2-523103832,S2-557597855,S2-558588522,S2-573381633,S2-58750975,S2-594558458,S2-613711435,S2-63801241,S2-676208437,S2-719112862,S2-739723528,S2-742079417,S2-742088882,S2-752095280,S2-754518439,S2-798482339,S2-799428450,S2-800842086,S2-883286956,S2-924929045,S2-961025184,S3-101349689,S3-126841804,S3-131522411,S3-142999559,S3-191996452,S3-263150219,S3-267194279,S3-277577604,S3-329159812,S3-337070983,S3-340090296,S3-355542967,S3-383316097,S3-409983283,S3-444450554,S3-447101144,S3-458434092,S3-492400926,S3-505939839,S3-54483217,S3-560263302,S3-568182358,S3-574337045,S3-644247647,S3-656153720,S3-698776194,S3-702947953,S3-744430416,S3-773621644,S3-832296215,S3-85606801,S3-868923476,S3-930620189,S3-953545610
S1-564193651	S2-13436167,S2-18877748,S2-26238014,S2-289634981,S2-290064703,S2-299178737,S2-346653589,S2-346956814,S2-362668684,S2-364118949,S2-383027424,S2-396670936,S2-427850625,S2-434618903,S2-468075202,S2-473425954,S2-512060211,S2-561796765,S2-638460225,S2-667626322,S2-672734557,S2-688488177,S2-689070673,S2-711765755,S2-741581730,S2-817758424,S2-823109613,S2-849819552,S2-867614780,S2-884864726,S2-895944720,S2-941543174,S2-942555848,S2-980537150,S2-996737128,S2-999958634,S3-11638243,S3-171041392,S3-207848669,S3-237104313,S3-286882739,S3-335055914,S3-344334029,S3-378404825,S3-47344489,S3-502295925,S3-505982740,S3-513552561,S3-515138888,S3-53072578,S3-532787826,S3-561700344,S3-563636815,S3-567307491,S3-569210854,S3-578613511,S3-600956836,S3-612887966,S3-63942846,S3-669657460,S3-742308867,S3-754159143,S3-801213171,S3-836558912,S3-840596088,S3-855341463,S3-859317561,S3-878341529,S3-893698574,S3-905912041,S3-96383642,S3-967450305
S1-56629354	S2-114682807,S2-200433240,S2-212189707,S2-268132944,S2-285950292,S2-286891768,S2-287849182,S2-300329052,S2-311638132,S2-316590073,S2-318025254,S2-318760119,S2-319744931,S2-320602361,S2-339298331,S2-340713624,S2-342852557,S2-354995381,S2-362305188,S2-378024681,S2-383148775,S2-399052000,S2-41846596,S2-438736699,S2-445300809,S2-4598824,S2-49714549,S2-499627232,S2-505412477,S2-506507828,S2-507628391,S2-513937414,S2-522363964,S2-538976068,S2-574530624,S2-580967499,S2-591314507,S2-594381269,S2-601475290,S2-603258347,S2-612137673,S2-620110385,S2-628121208,S2-655316441,S2-65623277,S2-667390221,S2-672674442,S2-67456737,S2-682538932,S2-708159493,S2-708727646,S2-710539502,S2-713633959,S2-715905554,S2-740739672,S2-744018700,S2-749893962,S2-766311908,S2-770652512,S2-772633753,S2-789450335,S2-795284924,S2-798828414,S2-806902783,S2-807350147,S2-807872703,S2-808715434,S2-815268224,S2-831449937,S2-833227760,S2-834955077,S2-845573432,S2-851203163,S2-852526391,S2-864873698,S2-867362469,S2-887973943,S2-896696403,S2-899912281,S2-901974545,S2-913818679,S2-924136235,S2-937720083,S2-953815479,S2-954179493,S2-956118564,S2-974796269,S2-984241859,S2-985922221,S2-994558157,S3-214499657,S3-336933705,S3-403615825,S3-45722534,S3-580654791,S3-624173696,S3-777959800,S3-780213544,S3-83373495,S3-88619773
S1-569898026	S2-115642019,S2-161985758,S2-198044607,S2-232391244,S2-336854356,S2-384167895,S2-424068460,S2-425512460,S2-468128213,S2-59240430,S2-604984256,S2-605058974,S2-715416930,S2-74459032,S2-771467334,S2-824830299,S2-840099635,S2-867352859,S2-91565291,S2-960771041,S2-970885323,S2-9986119,S3-110361988,S3-146147364,S3-181913509,S3-221034372,S3-309100915,S3-328679124,S3-371584572,S3-38080595,S3-482665609,S3-488984319,S3-503631858,S3-536590274,S3-576890150,S3-66982480,S3-680484046,S3-68485664,S3-70704068,S3-723406086,S3-810410982,S3-838530453,S3-848836484,S3-868397091,S3-883301698,S3-936751977,S3-938151261
S1-570361411	S2-122147161,S2-175113686,S2-185388599,S2-185920568,S2-190698845,S2-243211584,S2-252583951,S2-26466375,S2-28360508,S2-30830908,S2-320718992,S2-388604867,S2-421975132,S2-44100844,S2-501890286,S2-505412477,S2-507152762,S2-511657954,S2-529870007,S2-548542163,S2-560043342,S2-569859500,S2-576819625,S2-606924795,S2-61990010,S2-631023630,S2-633941400,S2-648528769,S2-675337805,S2-679193324,S2-699500794,S2-702733588,S2-704449115,S2-751864723,S2-770435205,S2-794398379,S2-829598251,S2-831239310,S2-83289127,S2-862956103,S2-872966114,S2-877659113,S2-947428435,S2-94847162,S2-968997475,S2-976572610,S2-995109858,S3-117874334,S3-145939326,S3-156911121,S3-159118839,S3-159486451,S3-209632496,S3-25070618,S3-251781031,S3-258774916,S3-267531438,S3-314864689,S3-32634960,S3-351585250,S3-353372702,S3-354070845,S3-386466640,S3-442792481,S3-461936429,S3-491994384,S3-53429301,S3-548236289,S3-572257809,S3-578151888,S3-600948863,S3-609606658,S3-626777483,S3-628215700,S3-673034376,S3-684237045,S3-687634004,S3-691960858,S3-735160069,S3-742577705,S3-751976669,S3-755825205,S3-798008049,S3-80484042,S3-807739009,S3-829638705,S3-838898482,S3-839213014,S3-853324144,S3-858508324,S3-860382946,S3-863181163,S3-879456625,S3-881433812,S3-88247779,S3-884563476,S3-890671575,S3-91433611,S3-952375863,S3-971574194
S1-571777559	S2-110236539,S2-115402940,S2-131606423,S2-157110473,S2-159889395,S2-219432880,S2-222268100,S2-228869624,S2-231622146,S2-263365363,S2-266866988,S2-307709577,S2-316590073,S2-353393611,S2-367235333,S2-432337497,S2-468492828,S2-492786272,S2-501890286,S2-504505275,S2-566882323,S2-614982030,S2-633681499,S2-656668877,S2-665553562,S2-681458654,S2-707360107,S2-713716594,S2-738028717,S2-753769600,S2-773208378,S2-779156624,S2-830438608,S2-845535702,S2-860534246,S2-871774031,S2-923647134,S2-938256871,S2-93959147,S2-939621674,S2-942417082,S2-954365821,S2-970086856,S2-975804629,S2-978126813,S2-997610957,S3-104681486,S3-122663729,S3-123694229,S3-126852625,S3-164521612,S3-172437521,S3-220164891,S3-224268783,S3-236630190,S3-246257811,S3-276207454,S3-277519127,S3-298897411,S3-301167476,S3-325884942,S3-328637777,S3-353075244,S3-397909915,S3-416414284,S3-417971037,S3-425851528,S3-426375492,S3-436824981,S3-447250647,S3-448276989,S3-456221154,S3-464381537,S3-510960220,S3-515906556,S3-51639135,S3-516773370,S3-542428866,S3-553144510,S3-561136393,S3-566688082,S3-588213312,S3-627197188,S3-648845310,S3-652795729,S3-665744184,S3-711373924,S3-716416545,S3-767453164,S3-780959598,S3-803003378,S3-823572641,S3-846473068,S3-856801821,S3-882605073,S3-928420819,S3-939445917,S3-942412138,S3-970258305,S3-985329779
S1-5718747	S2-101750215,S2-118581770,S2-133044236,S2-17178786,S2-182424411,S2-210442537,S2-214601339,S2-217976803,S2-256451765,S2-268932954,S2-270510197,S2-34050777,S2-377741734,S2-408507954,S2-455122177,S2-486843244,S2-493960018,S2-50083056,S2-505785090,S2-511989847,S2-520664579,S2-528257353,S2-536231721,S2-539943184,S2-543769793,S2-624893674,S2-632127605,S2-636083666,S2-667917730,S2-6689270,S2-669193293,S2-696640506,S2-699778678,S2-705319605,S2-729427737,S2-734833318,S2-744794854,S2-747478411,S2-763018444,S2-776181293,S2-78083922,S2-789302288,S2-818810891,S2-843741773,S2-847916338,S2-870058118,S2-875758626,S2-894805664,S2-8982199,S2-912435652,S2-92959536,S2-939010115,S2-9550244,S3-137488563,S3-152848455,S3-159117015,S3-162600859,S3-168268526,S3-187059206,S3-231886317,S3-238119116,S3-249390941,S3-29284590,S3-301167476,S3-315667760,S3-31833403,S3-327069809,S3-337398862,S3-364787350,S3-389390763,S3-402819926,S3-440130255,S3-454071242,S3-4710025,S3-484145022,S3-494498146,S3-534201190,S3-598842608,S3-602261121,S3-608639966,S3-613192964,S3-642347467,S3-651279166,S3-73017836,S3-746336669,S3-752683095,S3-754089081,S3-786863160,S3-811922278,S3-8599226,S3-874149367,S3-891608925,S3-911064052,S3-925278717,S3-931458311,S3-944191560,S3-960874367,S3-971987430,S3-972780912,S3-989222733
S1-577250550	S2-115191382,S2-163359413,S2-16791478,S2-194576892,S2-196391785,S2-209969212,S2-22328438,S2-230441924,S2-231732832,S2-232100103,S2-236789268,S2-253523780,S2-25759077,S2-287640661,S2-324605691,S2-328125837,S2-332154032,S2-344719352,S2-351764498,S2-368478519,S2-376766862,S2-383115169,S2-458658981,S2-473353207,S2-48096502,S2-624764923,S2-633170590,S2-654263813,S2-724042225,S2-733743614,S2-733893793,S2-770239742,S2-778585048,S2-789468897,S2-789818304,S2-793524888,S2-826836145,S2-837396568,S2-845118765,S2-860422500,S2-894842208,S2-903135221,S2-911358391,S2-915278284,S2-920435343,S2-935126066,S2-955809989,S2-968887452,S2-977609843,S2-983254355,S2-984241859,S3-108832698,S3-12301686,S3-150530326,S3-199912888,S3-201933927,S3-210674363,S3-23025372,S3-237877465,S3-245069633,S3-274053704,S3-278483900,S3-288951060,S3-300653158,S3-316074204,S3-324607124,S3-344850221,S3-351319461,S3-372295426,S3-448734210,S3-451526773,S3-459967532,S3-503394733,S3-548724255,S3-563271608,S3-596786395,S3-610663122,S3-612384310,S3-634998414,S3-642283233,S3-661145511,S3-717061221,S3-725778780,S3-729529667,S3-786188816,S3-786831449,S3-838627502,S3-872438302,S3-883783254,S3-891748473,S3-913592883,S3-924903246,S3-949357823,S3-950970736,S3-955726690,S3-973732289,S3-976329227,S3-98217906,S3-985329779,S3-999817490
S1-57859332	S2-115152834,S2-124617507,S2-137628965,S2-160402201,S2-179461226,S2-199326751,S2-294835210,S2-31784017,S2-319487236,S2-321540574,S2-322836083,S2-347549160,S2-438486989,S2-440765604,S2-448658668,S2-458247556,S2-469964803,S2-498390029,S2-516350,S2-517314935,S2-549401533,S2-646080124,S2-661312696,S2-676730821,S2-715064227,S2-722559992,S2-773414526,S2-787499273,S2-800677162,S2-824359905,S2-825948694,S2-849565658,S2-85145496,S2-908249006,S2-9116710,S2-919947855,S2-97306857,S2-986716530,S2-987231071,S2-987659709,S2-993880915,S3-1169489,S3-127718240,S3-146855991,S3-149812821,S3-150549628,S3-157388392,S3-170435799,S3-225866213,S3-238568995,S3-256668492,S3-258903524,S3-26551225,S3-32363117,S3-331103166,S3-338542678,S3-36425933,S3-372185577,S3-414922290,S3-423255944,S3-445353252,S3-459298427,S3-459474099,S3-467718131,S3-492946014,S3-504675118,S3-554043567,S3-576383180,S3-591733623,S3-626841930,S3-641694435,S3-706003667,S3-710694466,S3-711710745,S3-740212164,S3-761988542,S3-762068547,S3-7668592,S3-785400621,S3-789556244,S3-794305521,S3-804166196,S3-809347354,S3-840115333,S3-840668556,S3-842785855,S3-851970617,S3-855069692,S3-866244616,S3-873677307,S3-88838747,S3-904740716,S3-906411275,S3-916230514,S3-916573867,S3-920708748,S3-934688089,S3-977185820,S3-984229436,S3-987882096
S1-585187511	S2-104215369,S2-159918016,S2-166107288,S2-171161046,S2-206260571,S2-271356150,S2-302080693,S2-359556281,S2-362555190,S2-368462066,S2-3714342,S2-381847535,S2-394462592,S2-40299716,S2-406552281,S2-412501787,S2-422350822,S2-428807784,S2-446792539,S2-454272837,S2-466022803,S2-499914480,S2-512690883,S2-528305272,S2-530782742,S2-5405243,S2-545940068,S2-56744275,S2-576774941,S2-588664014,S2-621125394,S2-647995833,S2-66551486,S2-706422938,S2-719899958,S2-756065363,S2-795089767,S2-816261855,S2-825343428,S2-827093547,S2-834393948,S2-866333046,S2-889020512,S2-890896148,S2-907539792,S2-911604735,S2-92226573,S2-986448283,S2-993003422,S3-125600199,S3-126400356,S3-127987100,S3-139004644,S3-152773813,S3-183407421,S3-202066104,S3-20373051,S3-266703343,S3-294010965,S3-302004614,S3-302968185,S3-324212422,S3-329810583,S3-338142330,S3-359226982,S3-359901747,S3-37054092,S3-374123841,S3-376814645,S3-396342967,S3-435489279,S3-456154072,S3-463378921,S3-521647691,S3-526305484,S3-538855372,S3-545546132,S3-600109222,S3-619544964,S3-630577151,S3-640786717,S3-664160884,S3-703062339,S3-706439217,S3-714275237,S3-719507111,S3-723358649,S3-726298016,S3-764944872,S3-781122352,S3-847779898,S3-852538491,S3-859716269,S3-868666934,S3-902990249,S3-904664387,S3-932576516,S3-945438091,S3-947572520,S3-958649861
S1-589253257	S2-137335733,S2-141992643,S2-20805326,S2-217616946,S2-250366198,S2-294219540,S2-344120854,S2-354995381,S2-369485231,S2-487988118,S2-517606185,S2-535885785,S2-544308753,S2-564551253,S2-577659286,S2-580712672,S2-584188304,S2-597532562,S2-626915589,S2-656668371,S2-670055800,S2-733754208,S2-814881099,S2-897475107,S2-97997258,S3-154217274,S3-154898268,S3-155771233,S3-157028716,S3-206376246,S3-249101807,S3-26161361,S3-285650811,S3-311380074,S3-377747035,S3-40256852,S3-41937050,S3-466279951,S3-502628632,S3-50968995,S3-52525908,S3-529248913,S3-532149849,S3-547360753,S3-552435203,S3-564043019,S3-574114935,S3-596730465,S3-615900852,S3-640653422,S3-646284756,S3-666289885,S3-69406723,S3-705961063,S3-720525766,S3-814353564,S3-814590488,S3-81955631,S3-825002811,S3-869621448,S3-903604118,S3-956502880,S3-980702940
S1-590317213	S2-122209291,S2-304687919,S2-32080879,S2-384829851,S2-576888089,S2-76633775,S2-805689445,S2-815170389,S2-876145747,S3-142391530,S3-311808308,S3-359293946,S3-374337744,S3-376536331,S3-509447006,S3-542864045,S3-637630184,S3-719211694,S3-815841472
S1-596007326	S2-106571440,S2-107389460,S2-108610091,S2-109132102,S2-156719123,S2-160988225,S2-170660807,S2-189819030,S2-190298268,S2-211872713,S2-238172285,S2-243813488,S2-246994015,S2-260445047,S2-26746986,S2-311737081,S2-312982568,S2-324714055,S2-33293565,S2-337444820,S2-379335289,S2-402802065,S2-461550676,S2-470363816,S2-473608481,S2-488548827,S2-490320012,S2-512382393,S2-564667633,S2-566376756,S2-570006860,S2-581736659,S2-616997096,S2-720067206,S2-725764342,S2-733608770,S2-829487987,S2-831338739,S2-832640462,S2-835691033,S2-846927809,S2-851185635,S2-863476565,S2-905737147,S2-910146414,S2-936884379,S2-954365821,S2-981550471,S3-135063094,S3-140276872,S3-147263352,S3-158632844,S3-162954542,S3-204460568,S3-220164891,S3-226018212,S3-228506082,S3-285279778,S3-328017872,S3-338674355,S3-351572320,S3-363611553,S3-389563784,S3-438023181,S3-545470703,S3-546666545,S3-552053536,S3-565866487,S3-579264271,S3-579441293,S3-591262107,S3-591812637,S3-591888937,S3-610863213,S3-619649704,S3-672305699,S3-745517140,S3-769838460,S3-785048423,S3-789000078,S3-815939008,S3-817268834,S3-827638395,S3-840693423,S3-850068596,S3-859913493,S3-863359627,S3-869187772,S3-872438302,S3-881224789,S3-899693463,S3-900629165,S3-92354811,S3-92624949,S3-928420819,S3-946597761,S3-969534231,S3-976350035,S3-984908683,S3-986500464
S1-596555182	S2-102352697,S2-132955817,S2-148904671,S2-168462458,S2-179625721,S2-202882007,S2-223493773,S2-231042988,S2-289100479,S2-310730846,S2-385605379,S2-402499274,S2-411547279,S2-436663188,S2-445308752,S2-465002151,S2-49616813,S2-518561014,S2-583040047,S2-612587983,S2-637775978,S2-667105025,S2-67979835,S2-69641099,S2-69814176,S2-698350653,S2-703829945,S2-711602811,S2-730243009,S2-768684246,S2-782819152,S2-81518288,S2-909023686,S2-914761441,S2-926365725,S2-971353836,S2-985922221,S3-109319319,S3-14810808,S3-173955567,S3-205903598,S3-220090019,S3-256374674,S3-271224888,S3-271666160,S3-276376723,S3-277378557,S3-335545219,S3-368849924,S3-373796806,S3-38271044,S3-385727053,S3-39158481,S3-421699302,S3-428677418,S3-452421911,S3-461895156,S3-474734451,S3-478057775,S3-490431510,S3-49309522,S3-495099813,S3-507890796,S3-514782841,S3-518770446,S3-529035971,S3-56284193,S3-563544559,S3-568599054,S3-576765334,S3-580654791,S3-600283312,S3-613085634,S3-62710162,S3-660013410,S3-700635683,S3-741283283,S3-74946954,S3-752414771,S3-757924656,S3-777959800,S3-811047362,S3-834933559,S3-848269265,S3-868358615,S3-878295053,S3-91120493,S3-916326662,S3-919681917,S3-930657092,S3-931024362,S3-935762964,S3-939786038,S3-950566179,S3-968261477,S3-994504542
S1-609062608	S2-110025404,S2-113842848,S2-133115391,S2-164758226,S2-165416638,S2-210644184,S2-243703156,S2-246847688,S2-259929846,S2-277444929,S2-279994068,S2-287396608,S2-305666391,S2-329155791,S2-349384633,S2-35427816,S2-394554163,S2-402644725,S2-413887596,S2-474118498,S2-507728302,S2-532650068,S2-56915992,S2-592807397,S2-626546137,S2-654410059,S2-662763532,S2-702733588,S2-721910870,S2-740802374,S2-762806109,S2-774802693,S2-776181293,S2-776195784,S2-826470477,S2-827376942,S2-86043592,S2-863080712,S2-870188276,S2-877250720,S2-91305348,S2-974796269,S3-115681455,S3-116889975,S3-137115726,S3-156911121,S3-194791038,S3-20234653,S3-216334103,S3-220862479,S3-221866145,S3-25152193,S3-258503201,S3-278739128,S3-307139168,S3-309294872,S3-321928988,S3-339449960,S3-365522,S3-371983994,S3-450208845,S3-450758139,S3-468955020,S3-476771290,S3-483125038,S3-490746450,S3-502466997,S3-516953165,S3-532067831,S3-545685534,S3-552670891,S3-566328140,S3-592407666,S3-615006084,S3-620046221,S3-623708410,S3-642310911,S3-649712317,S3-672060102,S3-672557970,S3-673840836,S3-684111261,S3-755110100,S3-811012124,S3-816521128,S3-820473898,S3-825977561,S3-835714367,S3-838627502,S3-842400377,S3-849504316,S3-850459988,S3-852594934,S3-881433812,S3-88247779,S3-898139682,S3-920161719,S3-949391033,S3-949828523,S3-952993566
S1-611979795	S2-108388778,S2-109043411,S2-136208372,S2-144690380,S2-15312591,S2-169316016,S2-176016152,S2-179875043,S2-203014366,S2-21859479,S2-251067677,S2-253458177,S2-276290276,S2-288310467,S2-306120553,S2-315041402,S2-339288246,S2-353638829,S2-391922062,S2-425434364,S2-428861032,S2-435586161,S2-474841636,S2-475552014,S2-478000488,S2-48444024,S2-496669937,S2-505207804,S2-524633617,S2-535511163,S2-554314129,S2-566688803,S2-584056960,S2-599549935,S2-612362341,S2-664351662,S2-681061569,S2-696227564,S2-70818451,S2-727140300,S2-739588014,S2-741853877,S2-752174561,S2-789296428,S2-818675935,S2-838242461,S2-846047154,S2-859393404,S2-894842208,S2-919088656,S2-944765512,S2-971666239,S3-115889404,S3-155827261,S3-209628622,S3-212307233,S3-223537262,S3-235141296,S3-280772613,S3-296290549,S3-302591797,S3-30997744,S3-318734160,S3-33117842,S3-380951818,S3-383693627,S3-397518552,S3-408447852,S3-442426182,S3-447686166,S3-476771290,S3-479708630,S3-49459516,S3-505378659,S3-505686070,S3-543013357,S3-544466906,S3-552320642,S3-554168475,S3-632752593,S3-633337298,S3-635424318,S3-646337742,S3-652626402,S3-679716547,S3-69550546,S3-703350161,S3-711600788,S3-722819446,S3-736044151,S3-744952591,S3-752031433,S3-830582082,S3-873853483,S3-886479106,S3-897559828,S3-933894071,S3-946623779,S3-959579470,S3-989028814
S1-612138552	S2-101490015,S2-108927878,S2-120369605,S2-12796093,S2-134573581,S2-140392613,S2-145131937,S2-147233983,S2-15241240,S2-152479017,S2-156719123,S2-163840404,S2-174490227,S2-179875043,S2-184993338,S2-194744595,S2-203072747,S2-210971167,S2-214087576,S2-217445093,S2-222153522,S2-22786438,S2-249274723,S2-256484205,S2-268859026,S2-288801001,S2-307814205,S2-33357446,S2-357502270,S2-367235333,S2-372052585,S2-378635692,S2-380832534,S2-394554163,S2-395800668,S2-41143092,S2-419905370,S2-427473980,S2-439801672,S2-446871083,S2-448230568,S2-449617627,S2-450945636,S2-454168425,S2-463968821,S2-471713609,S2-485360650,S2-512030745,S2-522844813,S2-526277674,S2-527521763,S2-529314826,S2-532418808,S2-53619573,S2-537164442,S2-537781017,S2-544308753,S2-552404741,S2-557352853,S2-558585274,S2-558810485,S2-568951817,S2-57303947,S2-633278532,S2-640747746,S2-642445801,S2-66569650,S2-672674442,S2-715522197,S2-718900613,S2-723400593,S2-754236886,S2-76483638,S2-766311908,S2-776181293,S2-786522010,S2-800004072,S2-827740014,S2-829251462,S2-845463620,S2-846177141,S2-872499154,S2-874162453,S2-881907150,S2-888761901,S2-891713181,S2-896277824,S2-911831773,S2-920019239,S2-925928705,S2-967170300,S2-969254000,S2-970086856,S2-977190617,S3-304904980,S3-30997744,S3-365231906,S3-442829559,S3-814950404,S3-943032673
S1-613598143	S2-142022632,S2-145881455,S2-157343630,S2-169160798,S2-172626090,S2-182583916,S2-184190407,S2-227612893,S2-235472314,S2-248800034,S2-2567647,S2-290108980,S2-292440715,S2-297138958,S2-307665672,S2-339029624,S2-362597301,S2-382172379,S2-416211619,S2-422648938,S2-427082891,S2-457352450,S2-458586441,S2-462526248,S2-465377550,S2-466313790,S2-477869059,S2-481072559,S2-487419092,S2-492952399,S2-518424724,S2-53964214,S2-540537593,S2-542056483,S2-543871817,S2-551382900,S2-558505389,S2-57593311,S2-605486490,S2-610110921,S2-613431408,S2-617757493,S2-654130080,S2-659073143,S2-661850583,S2-668241111,S2-67731421,S2-677637447,S2-684488116,S2-686481447,S2-701887512,S2-70400642,S2-704332402,S2-711990899,S2-723550919,S2-737296592,S2-762033913,S2-782930779,S2-800818383,S2-832021920,S2-834563673,S2-849272718,S2-849987646,S2-851263667,S2-852760294,S2-887037968,S2-909276135,S2-914577103,S2-91690570,S2-923560784,S2-929443380,S2-93711546,S2-938559567,S2-939980177,S2-947982066,S2-960276783,S2-974382088,S2-990240271,S2-990682127,S2-992829478,S3-107653969,S3-113599531,S3-130100987,S3-344567101,S3-380530259,S3-389658019,S3-459375850,S3-512394838,S3-51527370,S3-531211291,S3-536503329,S3-58746952,S3-612909364,S3-69061992,S3-695070833,S3-801833142,S3-809538711,S3-822969382,S3-847369810,S3-975653647
S1-613642244	S2-103598322,S2-123459391,S2-14069646,S2-183283633,S2-247871764,S2-259227124,S2-349458131,S2-35548262,S2-389029862,S2-402495223,S2-402816014,S2-41573205,S2-420385975,S2-44621127,S2-48963502,S2-504877055,S2-505529321,S2-604300556,S2-705738371,S2-72964623,S2-771695132,S2-822721361,S2-823372389,S2-839287382,S2-876305265,S2-929934377,S3-10919226,S3-126680014,S3-14809356,S3-14893774,S3-169033761,S3-300343466,S3-317804950,S3-397939007,S3-408908496,S3-417479427,S3-419994381,S3-42052438,S3-531628720,S3-580080101,S3-629260616,S3-647517646,S3-654565491,S3-710780040,S3-732119746,S3-750373438,S3-753663048,S3-804796691,S3-839672538,S3-860310373,S3-894109785,S3-96873382,S3-990274579,S3-999306553
